parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,target
11149865,1.0,,,5.0,5.0,,9.0,5.0,,,4713.0,4713.0,,,,,6037.0,,5.0,,,,2.0,34401565.0,-118422461.0,107455.0,,,,,,0100,261.0,SCNU4,60379200.431036,54311.0,3101.0,37739.0,96401.0,0.0,,,,1.0,,,2000.0,,,657002.0,1348560.0,2016.0,691558.0,16373.63,,,60379200431036.0,0.0518193370724
11948714,1.0,,,3.0,2.0,,8.0,3.0,,,1360.0,1360.0,,,,,6037.0,,3.0,,,,2.0,34108600.0,-118266000.0,9770.0,,,,,,010C,266.0,LARD1.5,60371882.01201,12447.0,3101.0,268473.0,96020.0,0.0,,,,1.0,,,1993.0,,,218079.0,632432.0,2016.0,414353.0,7593.66,,,60371882012010.0,-0.0165474565637
12952246,1.0,,,3.0,4.0,,8.0,3.0,,,2437.0,2437.0,,,,,6037.0,,3.0,,,,2.0,34064178.0,-117907906.0,4564.0,,,,,,010D,269.0,WCR1*,60374065.002015,14542.0,3101.0,,96524.0,0.0,,,,1.0,,,1989.0,,,85339.0,123640.0,2016.0,38301.0,1616.2,,,60374065002015.0,-0.0245861538475
14710137,,,,1.0,2.0,,,1.0,,,1156.0,1156.0,,,,,6059.0,,1.0,2.0,0.0,,,33833890.0,-118037304.0,,,,,,,34,266.0,,60591101.02301,44833.0,1286.0,,96185.0,0.0,,,,,,,1979.0,,,109198.0,151386.0,2016.0,42188.0,2004.8,,,60591101023010.0,0.0320489965542
14684567,,,,2.0,2.0,,,2.0,,,971.0,971.0,,,,,6059.0,,2.0,1.0,0.0,,,33618391.0,-117612979.0,2430.0,,,,,,34,266.0,,60590320.533018,15554.0,1286.0,,96993.0,0.0,,,,,,,1992.0,,,117644.0,283394.0,2016.0,165750.0,3588.1,,,60590320533016.0,-0.0104584084065
12593953,,,,2.0,4.0,,6.0,2.0,,,1630.0,1630.0,,,,,6037.0,,2.0,,,,7.0,33839785.0,-118300486.0,6757.0,,,,,,0100,261.0,LAR1,60372920.00101,12447.0,3101.0,273930.0,96159.0,0.0,,,,1.0,,,1951.0,,,126100.0,472800.0,2016.0,346700.0,5941.92,,,60372920001010.0,-0.0565524065817
11313317,1.0,,,2.0,3.0,,6.0,2.0,,,1386.0,1386.0,,,,,6037.0,,2.0,,,,2.0,34664831.0,-118069057.0,7008.0,,,,,,0100,261.0,LRA22*,60379005.042,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,2009.0,,,124305.0,165738.0,2016.0,41433.0,3642.79,,,60379005042000.0,-0.0245444438775
14260987,,,,2.0,4.0,,,2.0,,,1361.0,1361.0,,,,,6059.0,,2.0,2.0,456.0,,,33729501.0,-117905911.0,7800.0,,,,,,122,261.0,,60590748.032015,47568.0,1286.0,,97004.0,6.0,,,,,,,1960.0,1.0,,62078.0,382037.0,2016.0,319959.0,4531.62,,,60590748032015.0,-0.0345620589218
14243518,,,,4.0,4.0,,,4.0,,,3890.0,3890.0,,,,,6059.0,1.0,4.0,2.0,638.0,,,33771388.0,-117793756.0,14500.0,1.0,,,,1.0,122,261.0,,60590756.042012,40081.0,1286.0,,97005.0,8.0,,,,,,,1968.0,1.0,,275969.0,902000.0,2016.0,626031.0,10061.62,,,60590756042012.0,-0.0323844904628
10932166,,,,2.0,2.0,,8.0,2.0,,,1576.0,1576.0,,,,,6037.0,,2.0,,,,2.0,34147894.0,-118365671.0,7653.0,,,,,,0100,261.0,LAR1,60371432.001009,12447.0,3101.0,47880.0,96447.0,0.0,,,,1.0,,,1948.0,,,153302.0,766513.0,2016.0,613211.0,9363.26,,,60371432001009.0,0.106536097766
17126652,,,,2.5,4.0,,,2.5,,882.0,1914.0,1914.0,,,882.0,,6111.0,1.0,2.0,2.0,0.0,,,34243825.0,-119017410.0,,,,,,,1129,266.0,,61110052.022023,51239.0,2061.0,,97089.0,8.0,,1.0,,,252.0,,1997.0,2.0,,183026.0,366052.0,2016.0,183026.0,4075.5,,,61110052022023.0,0.0222908425233
11168994,1.0,,,2.0,3.0,,8.0,2.0,,,1920.0,1920.0,,,,,6037.0,,2.0,,,,2.0,34400700.0,-118562000.0,716115.0,,,,,,010C,266.0,SCUR2,60379203.303018,54311.0,3101.0,48200.0,96378.0,0.0,,,,1.0,,,1988.0,,,168600.0,523000.0,2016.0,354400.0,7398.51,,,60379203303001.0,0.0370686356405
11092824,1.0,,,5.0,5.0,,7.0,5.0,,,4331.0,4331.0,,,,,6037.0,,5.0,,,,2.0,34240307.0,-118521109.0,17473.0,,,,,,0100,261.0,LARA,60371151.041,12447.0,3101.0,33183.0,96355.0,0.0,,,,1.0,,,1959.0,,,398388.0,669604.0,2016.0,271216.0,8320.85,,,60371151041000.0,0.0430268004772
11197311,1.0,,,3.0,3.0,,6.0,3.0,,,1470.0,1470.0,,,,,6037.0,,3.0,,,,2.0,34568549.0,-118126016.0,7010.0,,,,,,0100,261.0,PDRPD7OOO6,60379104.04201,40227.0,3101.0,,97328.0,0.0,,,,1.0,,,1984.0,,,117752.0,147189.0,2016.0,29437.0,2614.7,,,60379104042010.0,-0.0168531894184
11306981,1.0,,,3.0,5.0,,7.0,3.0,,,3270.0,3270.0,,,,,6037.0,,3.0,,,,2.0,34686123.0,-118214853.0,7816.0,,,,,,0100,261.0,LRRI-7000,60379010.04305,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,2005.0,,,196100.0,326000.0,2016.0,129900.0,6022.22,,,60379010043050.0,-0.00632409121084
14672613,1.0,,,2.5,3.0,,,2.5,,,2164.0,2164.0,,,,,6059.0,,2.0,,,,24.0,33607600.0,-117750000.0,,,,,,,34,266.0,,60590626.493011,46098.0,1286.0,,96963.0,6.0,,1.0,,,,,1976.0,1.0,,85668.0,124144.0,2016.0,38476.0,1221.8,,,60590626493002.0,-0.0239712238214
14439566,,,,4.0,4.0,,,4.0,,,4066.0,4066.0,,,,,6059.0,,4.0,2.0,500.0,,,33462828.0,-117629138.0,30000.0,,,,,,122,261.0,,60590421.113004,13693.0,1286.0,,96983.0,7.0,,,,,,,2004.0,2.0,,449061.0,869393.0,2016.0,420332.0,8817.88,,,60590421113004.0,-0.0148914682298
10821207,,,,2.0,2.0,,6.0,2.0,,,1350.0,1350.0,,,,,6037.0,,2.0,,,,2.0,34216047.0,-118501709.0,5999.0,1.0,,,,1.0,0101,261.0,LAR1,60371311.001007,12447.0,3101.0,32368.0,96415.0,0.0,,,,1.0,,,1953.0,,,77438.0,342558.0,2016.0,265120.0,4137.03,,,60371311001007.0,-0.035845206146
17117357,,,,2.0,4.0,,,2.0,,1482.0,1482.0,1482.0,,,1482.0,,6111.0,1.0,2.0,2.0,439.0,,,34221195.0,-119191152.0,6434.0,,,,,,1111,261.0,,61110030.11201,13150.0,2061.0,,97107.0,7.0,,,,,,,1961.0,1.0,,47579.0,60811.0,2016.0,13232.0,686.56,,,61110030112010.0,-0.164027324937
10916246,1.0,,,3.0,3.0,,9.0,3.0,,,3140.0,3140.0,,,,,6037.0,,3.0,,,,2.0,34125783.0,-118375161.0,8713.0,1.0,,,,1.0,0101,261.0,LARE15,60371438.002006,12447.0,3101.0,47880.0,96449.0,0.0,,,,1.0,,,1964.0,,,614294.0,1359777.0,2016.0,745483.0,16582.22,,,60371438002006.0,0.0438983953485
11657835,1.0,,,2.0,2.0,,7.0,2.0,,,916.0,916.0,,,,,6037.0,,2.0,,,,2.0,34057000.0,-118466000.0,12305.0,,,,,,010C,266.0,LAR3,60372641.031,12447.0,3101.0,113910.0,96030.0,0.0,,,,1.0,,,1963.0,,,142178.0,383033.0,2016.0,240855.0,4833.73,,,60372641031000.0,0.0414364766583
14427008,,,,2.5,3.0,,,2.5,,,3061.0,3061.0,,,,,6059.0,,2.0,2.0,431.0,True,,33489086.0,-117667927.0,4049.0,1.0,,,1.0,,1,261.0,,60590423.105,33840.0,1286.0,,96985.0,0.0,,1.0,,,,,2002.0,,,380129.0,605039.0,2016.0,224910.0,6357.52,,,60590423105000.0,-0.0561605499953
14033938,,,,2.0,3.0,,,2.0,,,1332.0,1332.0,,,,,6059.0,1.0,2.0,2.0,422.0,,,33729953.0,-117926829.0,7192.0,,,,,,122,261.0,,60590992.274001,8384.0,1286.0,,97008.0,6.0,,,,,,,1965.0,1.0,,87362.0,292893.0,2016.0,205531.0,3507.58,,,60590992274001.0,0.00105071240641
12135331,,,,2.0,3.0,,6.0,2.0,,,1568.0,1568.0,,,,,6037.0,,2.0,,,,7.0,34148105.0,-118020143.0,7680.0,,,,,,0100,261.0,ARR1YY,60374304.00401,32923.0,3101.0,,96267.0,0.0,,,,1.0,,,1940.0,,,157400.0,787004.0,2016.0,629604.0,9181.1,,,60374304004010.0,0.0206520496742
11147727,1.0,,,3.0,3.0,,8.0,3.0,,,1605.0,1605.0,,,,,6037.0,,3.0,,,,2.0,34432100.0,-118416000.0,317190.0,1.0,,,,1.0,010C,266.0,SCUR3,60379108.071011,54311.0,3101.0,37739.0,96401.0,0.0,,,,1.0,,,2002.0,,,175804.0,330324.0,2016.0,154520.0,4537.1,,,60379108071011.0,0.0307252577913
14452691,,,,2.5,4.0,,,2.5,,,1972.0,1972.0,,,,,6059.0,,2.0,2.0,404.0,,,33458979.0,-117579324.0,4188.0,,,,,,122,261.0,,60590320.232001,13693.0,1286.0,,96983.0,0.0,,1.0,,,,,2000.0,,,229383.0,690000.0,2016.0,460617.0,8769.62,,,60590320232001.0,0.0129550106883
14596115,,,,2.5,3.0,,,2.5,,,1748.0,1748.0,,,,,6059.0,,2.0,1.0,0.0,,,33461651.0,-117597032.0,,,,,,,1,266.0,,60590320.232023,13693.0,1286.0,,96983.0,0.0,,1.0,,,,,2003.0,,,211595.0,548832.0,2016.0,337237.0,8036.56,,,60590320232029.0,0.0110458315057
11275601,1.0,,,3.0,4.0,,8.0,3.0,,,2068.0,2068.0,,,,,6037.0,,3.0,,,,2.0,34718271.0,-118150529.0,9464.0,,,,,,0100,261.0,LR-R1OOOO*,60379008.033001,5534.0,3101.0,,97317.0,0.0,,,,1.0,,,1988.0,,,164000.0,205000.0,2016.0,41000.0,3368.5,,,60379008033001.0,0.0078766446945
12238205,,,,1.0,3.0,,4.0,1.0,,,1056.0,1056.0,,,,,6037.0,,1.0,,,,7.0,33934654.0,-118310599.0,6828.0,,,,,,0100,261.0,LCR1YY,60376004.004025,118914.0,3101.0,,96028.0,0.0,,,,1.0,,,1947.0,,,21099.0,44274.0,2016.0,23175.0,1030.1,Y,14.0,60376004004025.0,0.211738537918
14483364,,,,4.0,5.0,,,4.0,,,3063.0,3063.0,,,,,6059.0,,4.0,2.0,619.0,True,,33632156.0,-117562026.0,5400.0,1.0,,,1.0,,122,261.0,,60590320.432011,,1286.0,,96989.0,0.0,,,,,,,1995.0,,,422097.0,1050783.0,2016.0,628686.0,10773.64,,,60590320432011.0,-0.00736310420078
11514646,,,,2.0,2.0,,8.0,2.0,,,1051.0,1051.0,,,,,6037.0,,2.0,,,,2.0,33855900.0,-118398000.0,8009.0,,,,,,010C,266.0,HBR3*,60376211.043003,29712.0,3101.0,,96109.0,0.0,,,,1.0,,,1972.0,,,134879.0,350684.0,2016.0,215805.0,3988.17,,,60376211043003.0,-0.0601807636679
12464874,,,,4.0,4.0,,8.0,4.0,,,2414.0,,,2414.0,,,6037.0,,4.0,,,,,33832139.0,-118200426.0,7265.0,,,,,,0200,246.0,LBR1N,60375718.001014,46298.0,3101.0,274358.0,96241.0,0.0,,,,2.0,,,1963.0,,,162340.0,271021.0,2016.0,108681.0,3404.32,,,60375718001014.0,0.0321613599202
11159473,1.0,,,2.0,3.0,,6.0,2.0,,,1169.0,1169.0,,,,,6037.0,,2.0,,,,2.0,34388728.0,-118566589.0,1342.0,,,,,,010D,269.0,SCUR3,60379203.343006,54311.0,3101.0,48200.0,96378.0,0.0,,,,1.0,,,1973.0,,,111300.0,327100.0,2016.0,215800.0,4433.19,,,60379203343006.0,0.0133916501093
11063200,1.0,,,5.0,5.0,,9.0,5.0,,,4818.0,4818.0,,,,,6037.0,,5.0,,,,2.0,34249532.0,-118505009.0,17489.0,1.0,,,,1.0,0101,261.0,LARA,60371151.011,12447.0,3101.0,33183.0,96355.0,0.0,,,,1.0,,,1989.0,,,537356.0,904745.0,2016.0,367389.0,11268.29,,,60371151011000.0,0.0351855937638
12336524,1.0,,,2.0,4.0,,6.0,2.0,,,1641.0,1641.0,,,,,6037.0,,2.0,,,,2.0,33918316.0,-118136263.0,6989.0,,,,,,0100,261.0,DOR105,60375512.023011,4406.0,3101.0,,96102.0,0.0,,,,1.0,,,1950.0,,,150333.0,276899.0,2016.0,126566.0,3471.14,,,60375512023011.0,0.366480953045
17190561,,,,0.0,0.0,,,,,,1536.0,,1536.0,,,,6111.0,,,,,,,34199964.0,-118990740.0,3502.0,,,,,,1117,275.0,,61110056.002078,51239.0,2061.0,,97091.0,0.0,,,,,,,1973.0,,,,43264.0,2016.0,43264.0,443.2,,,61110056002078.0,-0.0171814144558
14463988,,,,2.5,3.0,,,2.5,,,1966.0,1966.0,,,,,6059.0,,2.0,2.0,429.0,,,33566700.0,-117634082.0,3892.0,,,,,,122,261.0,,60590320.571003,52835.0,1286.0,,96998.0,0.0,,1.0,,,,,2000.0,,,226341.0,748239.0,2016.0,521898.0,10685.82,,,60590320571003.0,-0.00131235672487
12871812,1.0,,,3.0,3.0,,8.0,3.0,,,1503.0,1503.0,,,,,6037.0,,3.0,,,,2.0,34087255.0,-117733701.0,3679.0,,,,,,010D,269.0,POAP*,60374021.011016,20008.0,3101.0,,96507.0,0.0,,,,1.0,,,1991.0,,,147000.0,390000.0,2016.0,243000.0,4748.28,,,60374021011016.0,0.0517959624004
12178163,1.0,,,4.0,4.0,,8.0,4.0,,,2538.0,2538.0,,,,,6037.0,,4.0,,,,2.0,34237062.0,-118230182.0,3722.0,,,,,,0108,261.0,LCR171/2,60373001.001001,396551.0,3101.0,,96330.0,0.0,,,,1.0,,,2006.0,,,332263.0,530903.0,2016.0,198640.0,5916.25,,,60373001001001.0,-0.0458916749125
10887948,1.0,,,3.0,3.0,,8.0,3.0,,,1147.0,1147.0,,,,,6037.0,,3.0,,,,2.0,34190911.0,-118402635.0,42594.0,1.0,,,,1.0,010C,266.0,LAR3,60371233.043001,12447.0,3101.0,268548.0,96451.0,0.0,,,,1.0,,,1979.0,,,119900.0,336000.0,2016.0,216100.0,4060.8,,,60371233043001.0,-0.0285792763875
14482723,,,,4.5,5.0,,,4.5,,,3356.0,3356.0,,,,,6059.0,,4.0,2.0,470.0,True,,33623768.0,-117568945.0,7500.0,1.0,,,1.0,,122,261.0,,60590320.431017,,1286.0,,96989.0,0.0,,1.0,,,,,1995.0,,,546660.0,919921.0,2016.0,373261.0,9256.84,,,60590320431017.0,-0.0068237731726
14304732,,,,3.0,5.0,,,3.0,,,2470.0,2470.0,,,,,6059.0,1.0,3.0,2.0,644.0,,,33689513.0,-117780121.0,6195.0,1.0,,,,1.0,122,261.0,,60590525.062001,52650.0,1286.0,273611.0,96941.0,10.0,,,,,,,1972.0,2.0,,183962.0,850318.0,2016.0,666356.0,8642.84,,,60590525062001.0,0.0219957541981
11512926,,,,4.0,4.0,,12.0,4.0,,,2290.0,2290.0,,,,,6037.0,,4.0,,,,2.0,33860600.0,-118389000.0,5210.0,,,,,,010C,266.0,HBR2YY,60376211.022001,29712.0,3101.0,,96109.0,0.0,,,,1.0,,,2006.0,,,731800.0,1438000.0,2016.0,706200.0,15370.32,,,60376211022001.0,-0.000470881219747
10868402,1.0,,,4.0,5.0,,7.0,4.0,,,2810.0,2810.0,,,,,6037.0,,4.0,,,,2.0,34134987.0,-118494528.0,14775.0,,,,,,0100,261.0,LARE15,60371397.023004,12447.0,3101.0,51906.0,96426.0,0.0,,,,1.0,,,1958.0,,,240253.0,648012.0,2016.0,407759.0,8079.42,,,60371397023004.0,0.132125928422
10756809,,,,2.0,3.0,,6.0,2.0,,,1372.0,1372.0,,,,,6037.0,,2.0,,,,2.0,34160091.0,-118625978.0,7516.0,1.0,,,,1.0,0101,261.0,LARS,60371374.023005,12447.0,3101.0,48570.0,96387.0,0.0,,,,1.0,,,1956.0,,,110838.0,246229.0,2016.0,135391.0,3071.61,,,60371374023005.0,0.0225898101736
11277149,1.0,,,2.0,3.0,,8.0,2.0,,,1416.0,1416.0,,,,,6037.0,,2.0,,,,2.0,34710455.0,-118153037.0,6015.0,,,,,,0100,261.0,LRR16000*,60379008.031005,5534.0,3101.0,,97317.0,0.0,,,,1.0,,,1991.0,,,142033.0,177566.0,2016.0,35533.0,2887.27,,,60379008031005.0,-0.00553638194377
14018805,,,,2.0,4.0,,,2.0,,,2039.0,2039.0,,,,,6059.0,,2.0,2.0,437.0,,,33690019.0,-117930683.0,6330.0,,,,,,122,261.0,,60590638.052002,38032.0,1286.0,,96958.0,7.0,,,,,,,1960.0,1.0,,142795.0,283092.0,2016.0,140297.0,3550.04,,,60590638052002.0,0.0276608525734
14623045,,,,2.0,3.0,,,2.0,,,1902.0,1902.0,,,,,6059.0,,2.0,1.0,0.0,,,33506000.0,-117748000.0,,,,,,,34,266.0,,60590423.051003,52842.0,1286.0,,96969.0,0.0,,,,,,,1962.0,,,216310.0,1558671.0,2016.0,1342361.0,16192.16,,,60590423051003.0,-0.506147283008
12336739,,,,2.0,3.0,,6.0,2.0,,,1138.0,1138.0,,,,,6037.0,,2.0,,,,7.0,33921972.0,-118134666.0,5488.0,,,,,,0100,261.0,DOR15000*,60375512.022005,4406.0,3101.0,,96102.0,0.0,,,,1.0,,,1950.0,,,90466.0,283266.0,2016.0,192800.0,3518.34,,,60375512022005.0,0.0656130082727
10799985,1.0,,,2.0,2.0,,6.0,2.0,,,938.0,938.0,,,,,6037.0,,2.0,,,,2.0,34175300.0,-118530000.0,281777.0,1.0,,,,1.0,010E,266.0,LAOS,60371392.003001,12447.0,3101.0,47950.0,96379.0,0.0,,,,1.0,,,1973.0,,,103041.0,196267.0,2016.0,93226.0,2351.46,,,60371392003001.0,-0.0571961505275
14355287,,,,3.0,4.0,,,3.0,,,2324.0,2324.0,,,,,6059.0,,3.0,2.0,416.0,,,33694997.0,-117749448.0,3267.0,,,,,,1,261.0,,60590524.182019,52650.0,1286.0,403197.0,96954.0,0.0,,,,,,,2010.0,,,377656.0,878296.0,2016.0,500640.0,12837.02,,,60590524182019.0,-0.37413721894
14356999,,,,4.0,4.0,,,4.0,,,3322.0,3322.0,,,,,6059.0,,4.0,2.0,603.0,,,33702814.0,-117718753.0,6665.0,,,,,,1,261.0,,60590524.262109,52650.0,1286.0,403196.0,96952.0,0.0,,,,,,,2009.0,,,560677.0,1151892.0,2016.0,591215.0,17695.04,,,60590524262109.0,0.0240841058033
11003071,1.0,,,2.0,3.0,,8.0,2.0,,,1320.0,1320.0,,,,,6037.0,,2.0,,,,2.0,34249100.0,-118283000.0,,,,,,,010C,266.0,LARD1.5,60371012.202005,12447.0,3101.0,27484.0,96284.0,0.0,,,,1.0,,,2006.0,,,165604.0,363039.0,2016.0,197435.0,4340.07,,,60371012202005.0,0.0322873183717
14165200,,,,1.0,2.0,,,1.0,,,1233.0,,,,,1233.0,6059.0,,1.0,0.0,0.0,,,33893374.0,-117797931.0,30743.0,,,,,,122,261.0,,60590218.224019,21412.0,1286.0,,97078.0,4.0,,,,,,,1954.0,1.0,,214497.0,591577.0,2016.0,377080.0,6761.38,,,60590218224019.0,-0.429989627494
17224338,,,,2.0,4.0,,,2.0,,2273.0,2273.0,2273.0,,,2273.0,,6111.0,1.0,2.0,2.0,690.0,,,34232883.0,-118846633.0,12502.0,1.0,450.0,,,1.0,1111,261.0,,61110064.001017,34278.0,2061.0,,96383.0,8.0,,,,,,,1980.0,1.0,,366790.0,706525.0,2016.0,339735.0,7457.16,,,61110064001017.0,-0.044248918099
17090806,,,,2.5,3.0,,,2.5,,956.0,1902.0,1902.0,,,956.0,,6111.0,1.0,2.0,2.0,451.0,,,34282945.0,-119191217.0,3880.0,,,,,,1111,261.0,,61110012.023022,34543.0,2061.0,,97084.0,7.0,,1.0,,,,,1994.0,2.0,,178260.0,297091.0,2016.0,118831.0,3102.04,,,61110012023022.0,0.0385024089389
11049113,,,,2.0,4.0,,6.0,2.0,,,1530.0,1530.0,,,,,6037.0,,2.0,,,,2.0,34276115.0,-118473501.0,7740.0,,,,,,0100,261.0,LARS,60371092.001003,12447.0,3101.0,31817.0,96370.0,0.0,,,,1.0,,,1956.0,,,115475.0,344156.0,2016.0,228681.0,4178.7,,,60371092001003.0,-0.0446596138183
11759161,,,,4.0,10.0,,4.0,4.0,,,5097.0,,,5097.0,,,6037.0,,4.0,,,,,34057236.0,-118297477.0,8122.0,,,,,,0400,248.0,LAR4,60372123.051001,12447.0,3101.0,268236.0,95986.0,0.0,,,,4.0,,,1923.0,,,241030.0,475250.0,2016.0,234220.0,6058.91,,,60372123051001.0,-0.0471124342326
11954867,,,,4.0,4.0,,3.0,4.0,,,1399.0,,,1399.0,,,6037.0,,4.0,,,,,34087843.0,-118228229.0,6995.0,,,,,,0400,248.0,LAR1,60371972.002009,12447.0,3101.0,268103.0,96012.0,0.0,,,,4.0,,,1900.0,,,6186.0,28437.0,2016.0,22251.0,567.81,,,60371972002009.0,0.145156148431
12874935,,,,1.0,3.0,,4.0,1.0,,,1088.0,1088.0,,,,,6037.0,,1.0,,,,7.0,34069370.0,-117716484.0,9454.0,,,,,,0100,261.0,POR17200*,60374027.061002,20008.0,3101.0,,96507.0,0.0,,,,1.0,,,1952.0,,,125095.0,235017.0,2016.0,109922.0,3053.34,,,60374027061002.0,0.00922163669763
14614902,,,,2.0,2.0,,,2.0,,,2149.0,2149.0,,,,,6059.0,,2.0,2.0,0.0,,,33540652.0,-117634455.0,,,,,,,1,266.0,,60590320.581,52835.0,1286.0,,96998.0,0.0,,,,,,,2005.0,,,380212.0,517546.0,2016.0,137334.0,9384.1,,,60590320581000.0,0.0407129929312
12212607,,,,1.0,2.0,,5.0,1.0,,,895.0,895.0,,,,,6037.0,,1.0,,,,7.0,33955332.0,-118260302.0,5490.0,,,,,,0100,261.0,LAR1,60372400.202003,12447.0,3101.0,268496.0,95983.0,0.0,,,,1.0,,,1926.0,,,41625.0,208126.0,2016.0,166501.0,2844.13,Y,15.0,60372400202003.0,-0.10165116409
10726800,1.0,,,5.0,5.0,,9.0,5.0,,,3028.0,3028.0,,,,,6037.0,,5.0,,,,2.0,34178688.0,-118666388.0,11100.0,,,,,,0100,261.0,LARE11,60371373.022012,12447.0,3101.0,48570.0,96389.0,0.0,,,,1.0,,,1997.0,,,452365.0,656941.0,2016.0,204576.0,8080.42,,,60371373022012.0,0.0446926309891
14003632,,,,1.5,3.0,,,1.5,,,1078.0,1078.0,,,,,6059.0,,1.0,2.0,400.0,,,33794999.0,-117996774.0,11935.0,1.0,,,,1.0,122,261.0,,60590879.023003,42967.0,1286.0,,96203.0,6.0,,1.0,,,,,1956.0,1.0,,71324.0,134747.0,2016.0,63423.0,1824.68,,,60590879023003.0,0.00175084514287
12745411,1.0,,,2.0,3.0,,4.0,2.0,,,1192.0,1192.0,,,,,6037.0,,2.0,,,,2.0,33908266.0,-118103042.0,5233.0,,,,,,0100,261.0,NOR1*,60375519.003023,53636.0,3101.0,,96193.0,0.0,,,,1.0,,,1954.0,,,48304.0,79374.0,2016.0,31070.0,1661.97,,,60375519003023.0,-0.0431706529524
12874785,,,,2.0,3.0,,6.0,2.0,,,1650.0,1650.0,,,,,6037.0,,2.0,,,,2.0,34073774.0,-117716029.0,7882.0,,,,,,0100,261.0,POR17200*,60374027.062008,20008.0,3101.0,,96507.0,0.0,,,,1.0,,,1955.0,,,34354.0,42816.0,2016.0,8462.0,738.6,,,60374027062008.0,0.0479991696425
14615422,,,,2.5,3.0,,,2.5,,,1174.0,1174.0,,,,,6059.0,,2.0,2.0,0.0,,,33652325.0,-117578632.0,,,,,,,34,266.0,,60590320.502007,15554.0,1286.0,,96993.0,0.0,,1.0,,,,,1986.0,,,129085.0,237687.0,2016.0,108602.0,3145.56,,,60590320502007.0,0.0293680243231
11522016,,,,2.0,2.0,,8.0,2.0,,,920.0,920.0,,,,,6037.0,,2.0,,,,7.0,34008400.0,-118396000.0,267179.0,,,,,,010E,266.0,,60377025.014001,51617.0,3101.0,,96095.0,0.0,,,,1.0,,,1973.0,,,97243.0,192195.0,2016.0,94952.0,2516.1,,,60377025014001.0,-0.180581848626
12834406,,,,2.0,3.0,,4.0,2.0,,,1504.0,1504.0,,,,,6037.0,,2.0,,,,7.0,34002198.0,-117951672.0,6462.0,,,,,,0100,261.0,LCA106,60374086.313002,45602.0,3101.0,,96489.0,0.0,,,,1.0,,,1960.0,,,90828.0,151376.0,2016.0,60548.0,2021.18,,,60374086313002.0,0.038130794545
11728211,,,,4.0,8.0,,,4.0,,,2332.0,,,2332.0,,,6037.0,,4.0,,,,,34029885.0,-118327120.0,4957.0,,,,,,0400,248.0,LAR3,60372189.003002,12447.0,3101.0,115836.0,95999.0,0.0,,,,4.0,,,,,,176000.0,535000.0,2016.0,359000.0,6665.58,,,60372189003002.0,0.0324367752299
11114409,1.0,,,3.0,3.0,,8.0,3.0,,,1624.0,1624.0,,,,,6037.0,,3.0,,,,2.0,34443943.0,-118569735.0,209905.0,,,,,,010C,266.0,SCSP,60379201.081017,54311.0,3101.0,48200.0,96378.0,0.0,,,,1.0,,,2004.0,,,212390.0,416252.0,2016.0,203862.0,6211.16,,,60379201081017.0,0.0215466524682
10798602,1.0,,,2.0,2.0,,8.0,2.0,,,979.0,979.0,,,,,6037.0,,2.0,,,,2.0,34175100.0,-118538000.0,258550.0,1.0,,,,1.0,010E,266.0,LAR3,60371393.022,12447.0,3101.0,47950.0,96379.0,0.0,,,,1.0,,,1964.0,,,140104.0,274117.0,2016.0,134013.0,3364.54,,,60371393022000.0,0.00698855727613
11519254,,,,1.0,2.0,,4.0,1.0,,,1327.0,1327.0,,,,,6037.0,,1.0,,,,7.0,34025828.0,-118385986.0,5400.0,,,,,,0100,261.0,CCR2YY,60377024.004016,51617.0,3101.0,,96097.0,0.0,,,,1.0,,,1952.0,,,23175.0,54836.0,2016.0,31661.0,1056.92,Y,14.0,60377024004016.0,-0.0705475311327
13030898,1.0,,,2.0,3.0,,6.0,2.0,,,2141.0,2141.0,,,,,6037.0,,2.0,,,,2.0,34130232.0,-117875997.0,8741.0,,,,,,0100,261.0,GDR1,60374009.002008,11626.0,3101.0,,96486.0,0.0,,,,1.0,,,1952.0,,,74924.0,111198.0,2016.0,36274.0,1581.62,,,60374009002008.0,0.0245254732319
